2.550149102499342568e+00	1.766632076723926026e-01	2.554474142186791585e+00	9.718943752185790208e-01	1.164956735235149088e+00	7.967490004786715874e-01	5.882310334298264110e-01	-2.220446049250313081e-16	1.439222681406917337e+00	-2.162171946756619167e-01	2.700265843931695997e+00	4.356067607982092582e+00	3.141592653589793116e+00	4.573928456883134430e+00
2.362491974086132540e+00	2.287595452052501255e+00	2.298700413643438800e+00	3.025387319406667164e-01	1.574049777253362592e+00	4.616786499547802514e-01	2.146256520226350162e+00	-1.418328129740911159e-01	1.048671640271763739e+00	4.174559946609951666e+00	2.039593828003146037e+00	-1.133979542482773439e+00	2.658320411071531719e+00	3.068453624904435628e+00
2.029448032821679959e+00	5.906929864357553406e+00	2.079027901484229002e+00	4.651157552255109628e-01	7.554012748991585369e-01	2.192635254365218334e+00	2.550956817258216436e+00	0.000000000000000000e+00	2.231104867567320849e+00	3.086191944254526476e+00	1.943799094296535745e+00	3.754065097857943289e+00	2.092181806961793011e+00	5.926731039220578090e+00
1.802129970442903684e+00	5.179027819455243042e-01	2.053149452900878469e+00	3.536805617393135037e+00	2.655300012855416725e+00	-8.634332287555945840e-01	1.993746511687150003e+00	3.468716019484663349e-02	2.647491214184961805e+00	7.839200646220674251e-01	2.001205051204030028e+00	2.110725853446255851e-01	2.047161083193847375e+00	4.689249600197343604e+00
1.412008629013444150e+00	5.241910819718603953e+00	1.553794088748778224e+00	3.343681672345467426e+00	6.301002447457495492e-01	2.603146816477689640e+00	1.273971621004238219e+00	-7.447728486583815588e-02	1.224110924128882338e+00	-2.801811362733601651e-01	1.695831935723381090e+00	2.248489759674141553e-01	1.539166798817830806e+00	7.366179697431529672e-02
1.223921181525826629e+00	2.403133804962199527e+00	9.349850834543786959e-01	5.085580844039436776e-01	2.330893893218502821e+00	-1.123307720671774756e+00	2.524500899162022804e+00	8.206753481706208220e-02	2.258521897489522701e+00	6.941216684381713575e-01	1.334104417958597910e+00	3.342456504936627937e+00	1.315022605026241242e+00	1.390375914049367667e+00
1.012542114995554687e+00	4.232859811979544418e+00	1.406241150811561313e+00	-1.137037332311870319e+00	8.631184395736990478e-01	2.847695740477298010e+00	1.817599675775122492e+00	3.059970888709979686e+00	1.075853899581334261e+00	3.319290369526253670e+00	1.283494110761292939e+00	6.204885079227583367e-01	1.112144620768113157e+00	4.271969249241526767e-01
6.718037363194691025e-01	1.917397495938021612e-01	5.381957083825640309e-01	2.827021246140398958e+00	1.762492322118187182e+00	3.851049041607748524e+00	9.429754183466600992e-01	6.843571625358468857e-02	1.523903063502602517e+00	2.717397876664860767e+00	5.750033679765785832e-01	-1.086139376275805368e+00	7.791006795036607979e-01	2.441244809376422964e+00
0.000000000000000000e+00	1.736843394817652486e+00	4.756851510903992164e-01	4.109815081436289930e+00	6.683472582138252349e-01	3.461768461613942804e+00	1.516582871619933437e+00	3.173268735269413998e+00	1.337260841537174949e+00	3.382701100730780563e-01	1.122754840449285529e+00	1.221190809025502144e+00	4.832722425182613968e-01	4.396574970845787078e+00
3.141592653589793116e+00	3.728625591015800045e-01	2.629963049160864763e+00	-9.618836414406528590e-03	1.340616285320177070e+00	7.088963110877640750e-01	2.972487093110878664e+00	-4.890167571584536077e-01	1.766464514827085885e+00	3.654260710746321639e+00	2.646890301837686366e+00	-1.058175743434068838e+00	3.141592653589793116e+00	3.620581621067842981e+00
2.225301688856235138e+00	3.481427115729103683e+00	2.977615513789208634e+00	4.318113322766258477e+00	1.767844618322913508e+00	7.550660018748279745e-01	1.470695187786488445e+00	4.434688662122525660e-01	1.157948161420101263e+00	-3.496727984993763805e-01	2.108598305664139971e+00	3.665480030034002468e+00	2.340237019148595721e+00	1.072135114811775036e+00
2.056078251254539246e+00	8.512019783541496798e-01	2.222724924225252252e+00	2.982734857898492464e+00	1.978548097767518055e+00	2.135971191362837196e+00	7.760259929524071509e-01	5.327699946583102086e-01	8.165719374488960014e-01	-1.042023396117783829e-01	1.398564776233596429e+00	4.206318273600325952e+00	2.176373343781802916e+00	4.938470438893223680e+00
1.713590240856655234e+00	1.245435455491053167e+00	2.373882651494084062e+00	4.037923142890102568e+00	1.559010421660181001e+00	2.131758267894357850e+00	2.169813365223402624e+00	1.828998739218789193e+00	1.263298887309917795e+00	4.021045927707580514e-01	1.757413291904545316e+00	5.030993578503426544e-01	1.842949686839720602e+00	5.068474714698519179e+00
1.618250516741706058e+00	6.837429260498733008e-01	1.912155315610239548e+00	3.220764474229411700e+00	2.369569643798239422e+00	5.461122724645923743e-01	2.048321909359389181e+00	9.596178195793528820e-01	1.708044329662210759e+00	8.802943770907312171e-01	9.175886630862568616e-01	-1.014537797822754772e+00	1.634087081305539257e+00	3.279743640737439847e+00
1.257352513058879406e+00	4.141778084370488777e+00	1.780292321819900270e+00	3.637787390210617922e+00	1.171928410167944579e+00	2.183798362438931662e+00	2.170291556774824659e+00	1.002240889166964966e+00	7.887605262420918084e-01	7.404941975250686204e-01	1.195106635317424004e+00	1.218044075188802200e-01	1.428002412733137882e+00	1.481567076164850727e+00
9.652193098079902001e-01	5.441219190798549654e+00	1.657574079313074433e+00	3.760520816369525843e+00	7.322513373168302309e-01	1.325038881881125841e+00	1.074517780192202121e+00	7.646487079836958856e-01	9.355508862996982922e-01	8.201242811157123391e-01	7.568998099550344749e-01	3.135138499477652552e+00	1.021836471320888284e+00	5.123908329533354511e+00
5.474494859561990223e-01	5.674093219909329910e+00	1.178909342594614440e+00	3.556118719627283653e+00	1.976770773536287162e+00	-3.869381696847300489e-01	2.491525619652081858e+00	2.151617043428749376e+00	9.574298596174142251e-01	5.340736306817843726e-01	5.454677842067010562e-01	3.364277413865918831e+00	8.231407913805547372e-01	5.872022823782823586e+00
0.000000000000000000e+00	5.113543837690387228e+00	6.264181352606933428e-01	-1.171333543458887405e+00	7.540661776247854498e-01	-3.526603509273018577e-01	2.979593944189639743e+00	-6.288416882041372169e-01	1.819099235795405001e+00	2.022243646706172626e+00	8.974339766075496438e-01	2.834964902390740171e+00	6.192318290104228407e-01	4.772323330126059804e-01
3.141592653589793116e+00	1.980556336053097999e+00	2.537319502959789030e+00	5.480880956871940768e-01	1.986001346430753989e+00	2.986291686552378088e-01	2.690124071469568889e+00	9.073056400984036429e-02	2.003385879157128180e+00	3.538973757441437940e+00	2.976225870687847941e+00	-8.331043642326987353e-01	3.141592653589793116e+00	5.159162222703868927e+00
2.508866632970795152e+00	5.730916444487297312e+00	3.021091794637483119e+00	-1.531720257547006803e-01	1.923340240268173629e+00	1.932154571067480342e+00	1.137974757106769763e+00	2.008437431477900326e+00	1.744387396306623206e+00	2.870199749061109529e+00	2.176904870081250554e+00	3.078660662218764443e+00	2.550149102499342568e+00	1.449291182968801106e+00
2.205519678604709100e+00	4.084569417452483364e+00	1.977231547771234776e+00	1.410886183154366869e+00	2.078690806309981820e+00	1.669896014283995811e+00	1.852969295950953388e+00	1.481590404633601255e+00	9.850072704280783409e-01	2.548251014986077756e+00	1.636652962885229545e+00	3.484718366318539040e+00	2.119756182268905054e+00	2.567064329899604758e+00
1.909277334852725660e+00	4.172434882262776590e+00	2.291065601520761774e+00	3.022712438720071226e+00	1.979841064280823293e+00	1.389002021468786374e+00	1.754621523593147270e+00	1.180452485456419343e+00	1.090451287471287944e+00	7.026276772555831718e-01	1.434663694212461094e+00	-3.445247409437635078e-01	1.926091158906368062e+00	3.804434678099385181e+00
