# phi_b	z_b	k
2.356194490192344837e+00	-5.000000000000000000e-01	1.700000000000000000e+02
2.356194490192344837e+00	-2.500000000000000000e-01	1.410000000000000000e+02
2.356194490192344837e+00	0.000000000000000000e+00	1.130000000000000000e+02
2.356194490192344837e+00	2.500000000000000000e-01	7.400000000000000000e+01
2.356194490192344837e+00	5.000000000000000000e-01	5.400000000000000000e+01
2.356194490192344837e+00	7.500000000000000000e-01	3.800000000000000000e+01
2.356194490192344837e+00	1.000000000000000000e+00	3.400000000000000000e+01
3.141592653589793116e+00	-1.000000000000000000e+00	2.840000000000000000e+02
3.141592653589793116e+00	-7.500000000000000000e-01	1.980000000000000000e+02
3.141592653589793116e+00	-5.000000000000000000e-01	1.720000000000000000e+02
3.141592653589793116e+00	-2.500000000000000000e-01	1.320000000000000000e+02
3.141592653589793116e+00	0.000000000000000000e+00	9.200000000000000000e+01
3.141592653589793116e+00	2.500000000000000000e-01	6.900000000000000000e+01
3.141592653589793116e+00	5.000000000000000000e-01	4.500000000000000000e+01
3.141592653589793116e+00	7.500000000000000000e-01	2.800000000000000000e+01
3.141592653589793116e+00	1.000000000000000000e+00	2.600000000000000000e+01
3.926990816987241395e+00	-1.000000000000000000e+00	2.700000000000000000e+02
3.926990816987241395e+00	-7.500000000000000000e-01	2.280000000000000000e+02
3.926990816987241395e+00	-5.000000000000000000e-01	1.670000000000000000e+02
3.926990816987241395e+00	-2.500000000000000000e-01	1.240000000000000000e+02
3.926990816987241395e+00	0.000000000000000000e+00	1.210000000000000000e+02
3.926990816987241395e+00	2.500000000000000000e-01	7.000000000000000000e+01
3.926990816987241395e+00	5.000000000000000000e-01	5.100000000000000000e+01
3.926990816987241395e+00	7.500000000000000000e-01	2.600000000000000000e+01
3.926990816987241395e+00	1.000000000000000000e+00	2.400000000000000000e+01
4.712388980384689674e+00	-1.000000000000000000e+00	2.700000000000000000e+02
4.712388980384689674e+00	-7.500000000000000000e-01	2.350000000000000000e+02
4.712388980384689674e+00	-5.000000000000000000e-01	2.140000000000000000e+02
4.712388980384689674e+00	-2.500000000000000000e-01	1.820000000000000000e+02
4.712388980384689674e+00	0.000000000000000000e+00	1.600000000000000000e+02
4.712388980384689674e+00	2.500000000000000000e-01	1.150000000000000000e+02
4.712388980384689674e+00	5.000000000000000000e-01	9.500000000000000000e+01
4.712388980384689674e+00	7.500000000000000000e-01	5.200000000000000000e+01
4.712388980384689674e+00	1.000000000000000000e+00	2.800000000000000000e+01
5.497787143782137953e+00	-1.000000000000000000e+00	2.740000000000000000e+02
5.497787143782137953e+00	-7.500000000000000000e-01	2.820000000000000000e+02
5.497787143782137953e+00	-5.000000000000000000e-01	2.430000000000000000e+02
5.497787143782137953e+00	-2.500000000000000000e-01	2.310000000000000000e+02
5.497787143782137953e+00	0.000000000000000000e+00	1.910000000000000000e+02
5.497787143782137953e+00	2.500000000000000000e-01	1.740000000000000000e+02
5.497787143782137953e+00	5.000000000000000000e-01	1.240000000000000000e+02
5.497787143782137953e+00	7.500000000000000000e-01	9.500000000000000000e+01
5.497787143782137953e+00	1.000000000000000000e+00	2.800000000000000000e+01
6.283185307179586232e+00	-1.000000000000000000e+00	2.780000000000000000e+02
6.283185307179586232e+00	-7.500000000000000000e-01	2.870000000000000000e+02
6.283185307179586232e+00	-5.000000000000000000e-01	2.700000000000000000e+02
6.283185307179586232e+00	-2.500000000000000000e-01	2.310000000000000000e+02
6.283185307179586232e+00	0.000000000000000000e+00	2.070000000000000000e+02
6.283185307179586232e+00	2.500000000000000000e-01	1.610000000000000000e+02
6.283185307179586232e+00	5.000000000000000000e-01	1.520000000000000000e+02
6.283185307179586232e+00	7.500000000000000000e-01	9.700000000000000000e+01
6.283185307179586232e+00	1.000000000000000000e+00	3.000000000000000000e+01
